X1,X2,X3,X4,X5,X6,y
-3.99129435188326,7.82563470547276,32.76627693288877,7.82563470547276,1.8947163324756637,3.3266276490329663,-0.8588726824035818
-5.323123352075813,6.776637252223404,-3.5454852424794296,6.776637252223404,4.296118982095523,-0.49900833978618486,-11.965124895380674
-4.872253584708826,12.888046971204801,-10.735855051654557,12.888046971204801,1.5126560734293601,6.902735089615209,7.856514342147126
-4.720227087820144,12.304950543262532,46.52273763964726,12.304950543262532,-1.3430443422385547,1.6507739554537815,13.129837847736022
-3.7112684216833336,6.205597725145516,37.29870334554211,6.205597725145516,0.9916531774225483,4.691910356216986,-1.6109861383925534
-3.3747036867682403,8.636611656990956,42.69112344864919,8.636611656990956,1.2988527276569297,-2.421133935186491,4.993076993436357
-5.469190401588776,9.899627513428298,-0.3357750306718046,9.899627513428298,-0.8341553967000559,3.507872802419889,5.547037630125201
-6.249400300811621,8.8355592517515,37.821547945402216,8.8355592517515,1.529233020635186,2.0783948293786496,-4.517111266427782
-5.260425238217897,11.777001866028172,20.580526123191593,11.777001866028172,8.024803935066682,-3.7036451003757245,-7.834980008627179
-5.1475504028466785,11.273158578545969,34.637274285756746,11.273158578545969,0.21164983344386012,4.840856640567673,7.058659689703259
-5.480182625106512,11.450794571848526,-7.005239628765388,11.450794571848526,-3.0404734287465702,1.805164950956797,10.356240164972863
-6.708425318068882,8.63426858011713,38.29768666933444,8.63426858011713,1.3340737879961266,1.3039097441119454,-4.122658076903894
-3.898117064869078,8.068448307730684,19.057686353100795,8.068448307730684,8.43165381401294,1.7406132002801153,-12.103229694298902
-5.0500898769239155,10.865434237378969,44.20374536451067,10.865434237378969,-10.369875815500896,1.8521425193767491,26.23894203183754
-2.458059345286299,9.537455393422624,50.170344182969714,9.537455393422624,0.9577782838646262,2.6096906074759953,9.989899211948968
-3.790357655394912,11.384625405133896,5.130852494210018,11.384625405133896,2.4269691195767527,1.0467061813918623,5.991818390515881
-3.0609248050225375,8.377305262518068,48.314885743308146,8.377305262518068,-2.274658819887715,9.5794495348062,12.366601116207534
-5.297210696807652,9.781037440270918,31.316700902886403,9.781037440270918,4.768879711988685,-1.720785633722917,-5.54555811959616
-3.6790869698935857,7.75755863799929,34.06131262070691,7.75755863799929,13.125056781127677,3.1901249994757648,-21.475337428294953
-4.980264089539993,6.153096158661352,24.66054822289415,6.153096158661352,14.15159210279598,5.3954751980540925,-29.976900388115276
-4.513577948669025,9.40161689793533,25.7719318564859,9.40161689793533,5.134054489684598,3.4327094578328965,-4.121231006103217
-6.866830482581644,9.871305484732298,-5.020171770815693,9.871305484732298,-2.08637229265677,6.720528499034401,1.9627803903897654
-4.586324374152564,12.456278994822496,10.21933796631824,12.456278994822496,0.1356336372086897,-0.1924054210927748,11.669242808732255
-4.858078212975704,7.860277372282838,52.53889357844608,7.860277372282838,2.6775934000260544,-0.07543325618205277,-4.913493387333037
